date,dominant_scenario_id,dominant_scenario,dominant_probability,contained_shock_probability,contained_shock_raw_score,inflation_shock_probability,inflation_shock_raw_score,stagflation_probability,stagflation_raw_score,growth_slowdown_probability,growth_slowdown_raw_score,energy_input_pressure,inflation_pressure,financial_tightening,growth_drag,policy_offset
2026-03-26,inflation_shock,Inflation shock,0.4147109680481459,0.06698526785731788,-0.3875913560442668,0.4147109680481459,0.4226793562076422,0.3989724964574671,0.40548409766377363,0.11933126763706917,-0.1309555005810403,0.6598757561523836,0.7132416621031313,0.5631586918427431,0.490521164297345,-0.42272670863633294
2026-03-27,stagflation,Stagflation,0.4022418295284272,0.05529997641214461,-0.4491241930417058,0.2981431023084339,0.2996762951120374,0.4022418295284272,0.43277846996146935,0.2443150917509943,0.21118081578318443,0.5245956461337548,0.5482110585076344,0.6579512041929294,0.6060571228109574,-0.40781589806141294
2026-03-28,stagflation,Stagflation,0.4022418295284272,0.05529997641214461,-0.4491241930417058,0.2981431023084339,0.2996762951120374,0.4022418295284272,0.43277846996146935,0.2443150917509943,0.21118081578318443,0.5245956461337548,0.5482110585076344,0.6579512041929294,0.6060571228109574,-0.40781589806141294
2026-03-29,stagflation,Stagflation,0.4022418295284272,0.05529997641214461,-0.4491241930417058,0.2981431023084339,0.2996762951120374,0.4022418295284272,0.43277846996146935,0.2443150917509943,0.21118081578318443,0.5245956461337548,0.5482110585076344,0.6579512041929294,0.6060571228109574,-0.40781589806141294
2026-03-30,growth_slowdown,Growth slowdown / recession risk,0.40934869247993794,0.11615367667711383,-0.21955467239711776,0.21210283444431416,0.04807071067972201,0.262394796398634,0.14263915551410394,0.40934869247993794,0.3402912068939908,0.26842256988403135,0.23070950873619883,0.6025267545676771,0.6119305400807227,-0.23850122593928944
2026-03-31,contained_shock,Contained shock,0.43156346201598456,0.43156346201598456,0.2223628847972968,0.1869570411619864,-0.14943076350961992,0.14751569041354035,-0.2547393493983053,0.23396380640848866,-0.04974740090091508,0.08608357812700258,0.049187849364635994,0.10272795306048754,0.19319214152710287,0.167892960578163
2026-04-01,inflation_shock,Inflation shock,0.31834412834061937,0.2779997210717296,0.0355690589634898,0.31834412834061937,0.09579699314316802,0.24372147904268168,-0.022917170536436243,0.15993467154496926,-0.21014413274293217,0.36012053489638607,0.366709042807239,0.27264891076809816,0.28974967350006325,-0.08391921238544774
2026-04-02,inflation_shock,Inflation shock,0.3078560275385766,0.2076594502957319,-0.06450521200566972,0.3078560275385766,0.11048712172573828,0.26262563183944837,0.03986371478911729,0.221858890326243,-0.03510873606007903,0.37441820144813953,0.37445009702095045,0.3939010248106989,0.39782232888748126,-0.16649696317779467
2026-04-03,inflation_shock,Inflation shock,0.3111711959179624,0.20515300238550754,-0.06850104460770036,0.3111711959179624,0.11664881141930437,0.2643047191252843,0.04409745440560846,0.21937108257124574,-0.03871940772764643,0.38041008994455267,0.38148249097571885,0.39592439074904084,0.39838692214195337,-0.17096497794987825
2026-04-04,inflation_shock,Inflation shock,0.3111711959179624,0.20515300238550754,-0.06850104460770036,0.3111711959179624,0.11664881141930437,0.2643047191252843,0.04409745440560846,0.21937108257124574,-0.03871940772764643,0.38041008994455267,0.38148249097571885,0.39592439074904084,0.39838692214195337,-0.17096497794987825
